Title1,Title2,Authors1,Authors2,Keywords1,Keywords2,Label
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,calibration: the achilles heel of predictive analytics,x zhou; w liang; i kevin; k wang,ben van calster; david j mcleron,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,facebook language predicts depression in medical records,x zhou; w liang; i kevin; k wang,jc eichstaedt; rj smith,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","big data, depression, social media, Facebook, screening",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,stock movement prediction from tweets and historical prices,x zhou; w liang; i kevin; k wang,y xu; sb cohen,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Twitter, Stock Price, Topic Modelling",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,text similarity in vector space models: a comparative study,x zhou; w liang; i kevin; k wang,o shahmirzadi; a lugowski,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","text similarity, vector space model, text embedding, patent, big data",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,diachronic word embeddings and semantic shifts: a survey,x zhou; w liang; i kevin; k wang,a kutuzov; l øvrelid; t szymanski; e velldal,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Word Embedding, Semantic Shift, Topic Modelling ",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,"sharp nearby, fuzzy far away: how neural language models use context",x zhou; w liang; i kevin; k wang,u khandelwal; h he; p qi; d jurafsky,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Fuzzy, Topic Modelling, Neutral Language Model",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,top concerns of tweeters during the covid-19 pandemic: infoveillance study,x zhou; w liang; i kevin; k wang,a abd-alrazaq; d alhuwail; m househ; m hamdi,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,text mining in organizational research,x zhou; w liang; i kevin; k wang,vb kobayashi; st mol; ha berkers,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,framing covid-19: how we conceptualize and discuss the pandemic on twitter,x zhou; w liang; i kevin; k wang,p wicke; mm bolognesi,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,automated phrase mining from massive text corpora,x zhou; w liang; i kevin; k wang,j shang; j liu; m jiang; x ren,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,policy diffusion: the issue‐definition stage,x zhou; w liang; i kevin; k wang,f gilardi; cr shipan; b wüest,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Policy Diffusion, Topic Modeling, Definion Stage",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,mapping the anti-vaccination movement on facebook,x zhou; w liang; i kevin; k wang,n smith; t graham,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration",Anti-vaccination; social network analysis; topic modelling; social network sites; social media,0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,topic compositional neural language model,x zhou; w liang; i kevin; k wang,w wang; z gan; w wang; d shen,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Neural Language Model, Topic Compositional, Topic Modeling",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,stm: an r package for structural topic models,x zhou; w liang; i kevin; k wang,me roberts; bm stewart; d tingley,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Structural Topic Model, Topic Modeling, Text Classifications",0
academic influence aware and multidimensional network analysis for research collaboration navigation based on scholarly big data,topic modeling in embedding spaces,x zhou; w liang; i kevin; k wang,ab dieng; fjr ruiz; dm blei,"Multidimensional network analysis, academic influence, scholarly big data, scholarly recommendation, research collaboration","Embeeding Space, Topic Modeling",0
analyst information discovery and interpretation roles: a topic modeling approach,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",ah huang; r lehavy; ay zang,h jelodar; y wang; c yuan; x feng; x jiang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",1
analyst information discovery and interpretation roles: a topic modeling approach,research trends on big data in marketing: a text mining and topic modeling based literature analysis,ah huang; r lehavy; ay zang,a amado; p cortez; p rita; s moro,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Big data Marketing Literature analysis Research trends Text mining,1
analyst information discovery and interpretation roles: a topic modeling approach,"social media analytics–challenges in topic discovery, data collection, and data preparation",ah huang; r lehavy; ay zang,s stieglitz; m mirbabaie; b ross,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Social media analytics Social media Information systems Big data,1
analyst information discovery and interpretation roles: a topic modeling approach,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,ah huang; r lehavy; ay zang,b jeong; j yoon; jm lee,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,1
analyst information discovery and interpretation roles: a topic modeling approach,applying lda topic modeling in communication research: toward a valid and reliable methodology,ah huang; r lehavy; ay zang,d maier; a waldherr; p miltner,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Content analysis, Communication research methods, Validity, Reliability, Textual analysis",1
analyst information discovery and interpretation roles: a topic modeling approach,using social media to mine and analyze public opinion related to covid-19 in china,ah huang; r lehavy; ay zang,x han; j wang; m zhang; x wang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0
analyst information discovery and interpretation roles: a topic modeling approach,"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",ah huang; r lehavy; ay zang,w yin; j hay; d roth,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Classification, Topic Modelling, Zero-shot text",1
analyst information discovery and interpretation roles: a topic modeling approach,the utility of topic modelling for discourse studies: a critical evaluation,ah huang; r lehavy; ay zang,g brookes; t mcenery,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling",1
analyst information discovery and interpretation roles: a topic modeling approach,public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,ah huang; r lehavy; ay zang,s boon-itt; y skunkan,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0
analyst information discovery and interpretation roles: a topic modeling approach,the effect of online reviews on product sales: a joint sentiment-topic analysis,ah huang; r lehavy; ay zang,x li; c wu; f mai,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0
analyst information discovery and interpretation roles: a topic modeling approach,aspect-aware latent factor model: rating prediction with ratings and reviews,ah huang; r lehavy; ay zang,z cheng; y ding; l zhu; m kankanhalli,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model",0
analyst information discovery and interpretation roles: a topic modeling approach,cistopic: cis-regulatory topic modeling on single-cell atac-seq data,ah huang; r lehavy; ay zang,c bravo gonzález-blas; l minnoye; d papasokrati,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","cis-Regulator, topic modeling",0
analyst information discovery and interpretation roles: a topic modeling approach,what do hotel customers complain about? text analysis using structural topic model,ah huang; r lehavy; ay zang,n hu; t zhang; b gao; i bose,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,1
analyst information discovery and interpretation roles: a topic modeling approach,"deep learning: a comprehensive overview on techniques, taxonomy, applications and research directions",ah huang; r lehavy; ay zang,ih sarker,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Deep learning, Artifcial neural network, Artifcial intelligence, Discriminative learning, Generative learning, Hybrid learning, Intelligent systems",0
analyst information discovery and interpretation roles: a topic modeling approach,applications of deep learning in stock market prediction: recent progress,ah huang; r lehavy; ay zang,w jiang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,0
analyst information discovery and interpretation roles: a topic modeling approach,health communication through news media during the early stage of the covid-19 outbreak in china: digital topic modeling approach,ah huang; r lehavy; ay zang,q liu; z zheng; j zheng; q chen; g liu; s chen,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",coronavirus (150); COVID-19 (933); outbreak (47); health communication (36); mass media (4); public crisis (1); topic modeling (21) ,0
analyst information discovery and interpretation roles: a topic modeling approach,stock movement prediction from tweets and historical prices,ah huang; r lehavy; ay zang,y xu; sb cohen,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Twitter, Stock Price, Topic Modelling",0
analyst information discovery and interpretation roles: a topic modeling approach,topic modeling in management research: rendering new theory from textual data,ah huang; r lehavy; ay zang,tr hannigan; rfj haans; k vakili,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","topic modeling, management theory, rendering, text analysis, big data, theory building, qualitative analysis, mixed methods",1
analyst information discovery and interpretation roles: a topic modeling approach,deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,ah huang; r lehavy; ay zang,h jelodar; y wang; r orji,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
analyst information discovery and interpretation roles: a topic modeling approach,"the mythos of model interpretability: in machine learning, the concept of interpretability is both important and slippery.",ah huang; r lehavy; ay zang,zc lipton,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Machine larning, Model Interpretability",0
analyst information discovery and interpretation roles: a topic modeling approach,leveraging deep learning with lda-based text analytics to detect automobile insurance fraud,ah huang; r lehavy; ay zang,y wang; w xu,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Insurance Fraud, Fraud Detection, Text Analytics, Topic Modeling, Deep Learning",0
analyst information discovery and interpretation roles: a topic modeling approach,"network-oriented modeling for adaptive networks: designing higher-order adaptive biological, mental and social network models",ah huang; r lehavy; ay zang,j treur,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic modeling, Network-Oriented Modeling, Adaptive Network",0
analyst information discovery and interpretation roles: a topic modeling approach,"don't give me the details, just the summary! topic-aware convolutional neural networks for extreme summarization",ah huang; r lehavy; ay zang,s narayan; sb cohen; m lapata,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic-Aware Convolutional Neural Networks, Extreme Summarization",0
analyst information discovery and interpretation roles: a topic modeling approach,topic modeling in embedding spaces,ah huang; r lehavy; ay zang,ab dieng; fjr ruiz; dm blei,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Embeeding Space, Topic Modeling",0
analyst information discovery and interpretation roles: a topic modeling approach,topic compositional neural language model,ah huang; r lehavy; ay zang,w wang; z gan; w wang; d shen,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Neural Language Model, Topic Compositional, Topic Modeling",0
analyst information discovery and interpretation roles: a topic modeling approach,textured interfaces in monolithic perovskite/silicon tandem solar cells: advanced light management for improved efficiency and energy yield,ah huang; r lehavy; ay zang,m jošt; e köhnen; ab morales-vilches,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","textured interfaces, solar cells, advance light management",0
analyst information discovery and interpretation roles: a topic modeling approach,short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,ah huang; r lehavy; ay zang,t shi; k kang; j choo; ck reddy,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic modeling, short texts, non-negative matrix factorization, word embedding",0
analyst information discovery and interpretation roles: a topic modeling approach,detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,ah huang; r lehavy; ay zang,x chen; d zou; g cheng; h xie,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Applications in subject areas Data science applications in education,0
analyst information discovery and interpretation roles: a topic modeling approach,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",ah huang; r lehavy; ay zang,d kim; d seo; s cho; p kang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0
analyst information discovery and interpretation roles: a topic modeling approach,"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",ah huang; r lehavy; ay zang,h li; j zhu; c ma; j zhang,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0
analyst information discovery and interpretation roles: a topic modeling approach,what is wrong with topic modeling? and how to fix it using search-based software engineering,ah huang; r lehavy; ay zang,a agrawal; w fu; t menzies,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Topic modeling, Stability, LDA, tuning, differential evolution",0
analyst information discovery and interpretation roles: a topic modeling approach,toward understanding the topical structure of hospitality literature: applying machine learning and traditional statistics,ah huang; r lehavy; ay zang,e park; b chae; j kwon,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","topical structure modeling, topic modeling",0
analyst information discovery and interpretation roles: a topic modeling approach,calibration: the achilles heel of predictive analytics,ah huang; r lehavy; ay zang,ben van calster; david j mcleron,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Calibration, Risk prediction models, Predictive analytics, Overfitting, Heterogeneity, Model performance",0
analyst information discovery and interpretation roles: a topic modeling approach,framing covid-19: how we conceptualize and discuss the pandemic on twitter,ah huang; r lehavy; ay zang,p wicke; mm bolognesi,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",0
analyst information discovery and interpretation roles: a topic modeling approach,"trends and trajectories for explainable, accountable and intelligible systems: an hci research agenda",ah huang; r lehavy; ay zang,a abdul; j vermeulen; d wang; by lim,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",Intelligibility; explanations; explainable artificial intelligence; interpretable machine learning.,0
analyst information discovery and interpretation roles: a topic modeling approach,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,ah huang; r lehavy; ay zang,e de vries; m schoonvelde; g schumacher,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0
analyst information discovery and interpretation roles: a topic modeling approach,"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",ah huang; r lehavy; ay zang,m hossain; m abdel-aty; ma quddus,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation",ITS Real-time crash prediction model Design pathway Universal design requirements,0
analyst information discovery and interpretation roles: a topic modeling approach,diachronic word embeddings and semantic shifts: a survey,ah huang; r lehavy; ay zang,a kutuzov; l øvrelid; t szymanski; e velldal,"analysts, discovery, interpretation, topic modeling, latent Dirichlet allocation","Word Embedding, Semantic Shift, Topic Modelling ",0
